carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading,price
1.07,Ideal,F,VVS2,6.56,6.58,4.09,62.3,57.0,High  ,10061
1.23,Ideal,F,VVS2,6.92,6.89,4.27,61.9,55.0,High  ,11927
0.7,Good,H,VVS2,5.66,5.74,3.45,60.5,62.0,Mid  ,2611
1.05,Premium,E,IF,6.66,6.7,3.94,59.0,58.0,High  ,11838
1.0,Fair,I,I1,6.28,6.2,4.08,65.4,57.0,Mid  ,2112
0.43,Ideal,F,SI1,4.9,4.86,2.99,61.3,56.0, Low  ,948
0.38,Very Good,D,VVS2,4.57,4.61,2.93,63.8,57.0,Mid  ,1030
0.38,Ideal,I,SI1,4.58,4.63,2.87,62.3,56.0, Low  ,581
0.33,Very Good,H,VS1,4.48,4.52,2.7,60.0,61.0, Low  ,579
0.31,Ideal,F,VS2,4.32,4.3,2.71,62.9,56.0, Low  ,802
0.41,Ideal,F,SI2,4.8,4.86,2.95,61.1,57.0, Low  ,703
0.53,Very Good,J,VS1,5.19,5.23,3.2,61.4,56.0,Mid  ,1106
0.5,Premium,F,SI2,5.21,5.18,3.01,58.0,62.0,Mid  ,1031
0.67,Fair,F,SI1,5.81,5.78,3.25,56.0,67.0,Mid  ,1642
0.93,Premium,F,VS2,6.22,6.29,3.86,61.7,58.0,Mid  ,4961
0.56,Very Good,F,VVS2,5.36,5.33,3.18,59.5,61.0,Mid  ,2236
0.43,Ideal,G,VVS1,4.82,4.85,3.0,62.0,55.0,Mid  ,1207
2.0,Good,J,SI1,7.72,7.69,4.95,64.2,61.0,High  ,11988
0.27,Ideal,G,VS2,4.17,4.2,2.58,61.6,54.0, Low  ,490
1.2,Very Good,F,VS2,6.76,6.8,4.23,62.4,58.0,High  ,7114
0.3,Ideal,H,VVS2,4.31,4.35,2.68,61.9,54.5, Low  ,631
0.9,Fair,D,SI1,6.1,6.03,3.93,64.8,59.0,Mid  ,3689
0.51,Ideal,J,SI2,5.1,5.14,3.18,62.1,56.0, Low  ,885
0.75,Ideal,E,VS2,5.93,5.9,3.56,60.2,57.0,Mid  ,3136
0.75,Ideal,E,VS2,5.93,5.9,3.56,60.2,57.0,Mid  ,3192
0.4,Ideal,H,VS2,4.79,4.83,2.93,60.9,56.0, Low  ,919
0.32,Premium,G,VVS2,4.45,4.42,2.67,60.2,60.0, Low  ,936
1.73,Premium,H,SI2,7.79,7.71,4.69,60.5,60.0,High  ,6968
1.57,Very Good,H,VS1,7.36,7.44,4.65,62.8,60.0,High  ,11605
1.03,Premium,F,SI1,6.45,6.41,4.0,62.2,59.0,Mid  ,4942
0.7,Ideal,F,SI1,5.7,5.74,3.54,61.9,55.0,Mid  ,3119
0.53,Very Good,F,VS2,5.16,5.13,3.26,63.4,56.0,Mid  ,1636
0.52,Ideal,F,VS2,5.14,5.18,3.18,61.6,56.0,Mid  ,1446
0.59,Very Good,H,VVS2,5.39,5.48,3.32,61.1,57.0,Mid  ,1771
0.91,Ideal,E,SI2,6.25,6.29,3.81,60.8,56.0,Mid  ,3968
0.9,Premium,J,VVS1,6.19,6.11,3.81,62.0,58.0,Mid  ,3617
0.4,Very Good,E,VS2,4.67,4.72,2.92,62.2,58.0, Low  ,912
0.57,Premium,D,SI1,5.4,5.34,3.36,62.6,56.0,Mid  ,2001
1.52,Ideal,H,SI2,7.34,7.24,4.54,62.3,56.0,High  ,7388
1.02,Ideal,G,VS2,6.48,6.51,3.99,61.4,55.0,Mid  ,6499
1.01,Very Good,G,VS1,6.34,6.37,4.01,63.1,55.0,High  ,6795
2.07,Premium,I,VS2,8.2,8.18,5.01,61.2,58.0,High  ,18359
0.3,Premium,G,VVS2,4.35,4.31,2.65,61.2,59.0, Low  ,878
0.58,Premium,E,VS1,5.39,5.35,3.32,61.8,55.0,Mid  ,2192
0.82,Premium,I,VS2,5.97,6.03,3.73,62.2,59.0,Mid  ,2692
0.43,Very Good,F,VS1,4.75,4.83,2.98,62.2,61.0,Mid  ,1056
1.11,Premium,H,I1,6.67,6.61,4.05,61.0,59.0,Mid  ,3263
0.34,Very Good,F,VS2,4.44,4.46,2.8,62.9,58.0, Low  ,686
0.92,Ideal,J,SI1,6.21,6.26,3.85,61.7,57.0,Mid  ,3181
0.34,Very Good,G,VS2,4.54,4.56,2.71,59.6,62.0, Low  ,556
1.05,Ideal,G,VS1,6.56,6.59,4.04,61.5,55.0,High  ,7247
0.42,Ideal,H,SI1,4.78,4.8,2.98,62.2,57.0, Low  ,700
0.58,Premium,G,VS1,5.49,5.37,3.25,59.9,58.0,Mid  ,2071
1.5,Premium,I,VVS2,7.62,7.46,4.5,59.7,60.0,High  ,10744
0.7,Good,I,I1,5.62,5.57,3.58,63.9,62.0,Mid  ,1111
1.04,Premium,D,SI1,6.53,6.48,4.0,61.5,58.0,Mid  ,5708
1.2,Very Good,J,SI1,6.66,6.58,4.18,63.1,61.0,Mid  ,4476
0.33,Ideal,I,SI1,4.4,4.44,2.77,62.7,56.0, Low  ,445
0.73,Very Good,F,SI1,5.86,5.89,3.55,60.4,57.0,Mid  ,2549
0.51,Ideal,G,VVS2,5.1,5.12,3.2,62.6,57.0,Mid  ,1875
0.3,Ideal,D,VS2,4.28,4.31,2.67,62.2,54.0, Low  ,710
1.0,Very Good,E,SI2,6.33,6.4,3.97,62.4,57.0,Mid  ,4620
1.09,Ideal,E,IF,6.68,6.72,4.03,60.1,58.0,High  ,15193
0.4,Premium,D,SI1,4.75,4.7,2.85,60.3,62.0, Low  ,924
1.2,Premium,H,VS2,6.79,6.75,4.16,61.4,59.0,Mid  ,6333
0.9,Premium,G,SI1,6.28,6.2,3.78,60.6,57.0,Mid  ,4455
0.43,Ideal,H,IF,4.87,4.89,3.02,61.9,55.0,Mid  ,1151
1.0,Good,I,SI1,6.23,6.3,4.11,65.6,56.0,Mid  ,4042
0.7,Premium,G,SI2,5.75,5.67,3.5,61.3,58.0,Mid  ,2100
0.7,Very Good,F,SI1,5.59,5.65,3.57,63.5,59.0,Mid  ,2264
0.31,Ideal,E,VS2,4.38,4.34,2.66,61.0,56.0, Low  ,872
0.42,Ideal,F,SI1,4.83,4.81,2.99,62.0,57.0, Low  ,992
1.5,Good,J,SI1,7.21,7.16,4.6,64.0,56.0,Mid  ,5914
0.86,Ideal,E,SI1,6.13,6.07,3.8,62.3,54.0,Mid  ,3456
1.1,Very Good,G,VVS1,6.7,6.77,4.07,60.4,57.0,High  ,8724
1.5,Ideal,G,VS2,7.31,7.29,4.54,62.2,58.0,High  ,13049
1.2,Premium,G,VS1,6.86,6.81,4.2,61.4,60.0,High  ,8596
1.11,Premium,H,SI1,6.68,6.62,4.06,61.1,60.0,Mid  ,5433
0.73,Ideal,G,VS2,5.8,5.82,3.59,61.8,54.0,Mid  ,2839
0.23,Very Good,E,VVS2,3.91,3.94,2.43,61.9,57.0, Low  ,505
1.04,Ideal,J,VVS2,6.49,6.57,3.99,61.1,58.0,Mid  ,5242
0.9,Premium,G,VS2,6.21,6.11,3.8,61.7,57.0,Mid  ,4637
0.4,Good,D,SI1,4.68,4.71,2.97,63.3,57.0, Low  ,720
0.32,Ideal,D,VS2,4.37,4.41,2.69,61.3,56.0, Low  ,758
0.4,Premium,E,VS2,4.65,4.73,2.93,62.5,58.0, Low  ,912
1.06,Ideal,I,VS1,6.59,6.61,4.03,61.1,56.0,Mid  ,5702
1.09,Ideal,H,VVS1,6.64,6.67,4.09,61.4,56.0,High  ,7055
0.72,Ideal,E,VS1,5.7,5.73,3.58,62.6,55.0,Mid  ,3275
0.35,Premium,H,VS1,4.51,4.53,2.79,61.7,59.0, Low  ,614
1.05,Ideal,F,SI1,6.54,6.5,4.04,62.0,55.0,Mid  ,5557
0.3,Premium,D,VS2,4.35,4.32,2.64,60.9,58.0, Low  ,911
0.26,Very Good,F,VS2,4.04,4.07,2.55,62.9,59.0, Low  ,453
0.46,Ideal,H,IF,4.94,4.98,3.09,62.3,54.0,Mid  ,1382
1.08,Fair,H,VVS2,6.9,6.8,3.83,55.9,63.0,Mid  ,5171
1.62,Good,H,VS2,7.48,7.53,4.62,61.5,60.8,High  ,12429
0.8,Ideal,G,SI2,5.98,5.92,3.69,62.0,56.0,Mid  ,2517
0.33,Good,E,VS2,4.6,4.62,2.64,57.3,59.0, Low  ,574
0.37,Ideal,H,VVS1,4.63,4.65,2.87,61.9,54.0, Low  ,815
0.37,Very Good,F,SI2,4.6,4.7,2.8,60.2,60.0, Low  ,487
0.9,Very Good,G,VS1,6.11,6.2,3.8,61.7,60.0,Mid  ,4872
0.4,Ideal,D,SI2,4.73,4.7,2.96,62.8,56.0, Low  ,855
2.04,Very Good,G,SI2,8.04,8.11,4.96,61.4,58.0,High  ,15092
1.0,Fair,D,VVS2,6.37,6.3,3.87,61.1,57.0,High  ,10562
1.08,Premium,G,SI1,6.61,6.66,4.06,61.2,59.0,Mid  ,4485
0.37,Ideal,E,VS2,4.63,4.6,2.86,62.0,57.0,Mid  ,1041
0.91,Premium,E,SI1,6.17,6.14,3.85,62.6,58.0,Mid  ,4138
1.07,Ideal,F,SI2,6.6,6.57,4.05,61.5,57.0,Mid  ,4764
0.3,Very Good,G,VS1,4.22,4.24,2.64,62.4,58.0, Low  ,605
1.5,Ideal,G,VS1,7.37,7.42,4.53,61.3,53.9,High  ,13820
2.04,Very Good,J,SI2,8.07,8.04,5.11,63.4,55.0,High  ,9482
0.31,Ideal,G,SI1,4.38,4.4,2.71,61.7,54.0, Low  ,446
1.01,Very Good,I,SI1,6.37,6.4,4.01,62.8,58.0,Mid  ,3888
0.7,Very Good,I,VS2,5.56,5.61,3.51,62.8,59.0,Mid  ,2202
0.36,Very Good,G,VVS1,4.52,4.55,2.85,62.8,57.0, Low  ,821
0.58,Very Good,G,VVS2,5.33,5.34,3.31,62.0,57.0,Mid  ,2078
1.16,Ideal,I,SI1,6.71,6.75,4.2,62.4,57.0,Mid  ,5107
1.04,Fair,D,SI2,6.32,6.25,4.13,65.8,58.0,Mid  ,3780
0.31,Ideal,F,VVS1,4.33,4.37,2.69,61.8,56.0, Low  ,884
0.62,Premium,F,VS2,5.5,5.47,3.37,61.4,59.0,Mid  ,2065
0.51,Ideal,D,SI2,5.23,5.17,3.11,59.8,55.0,Mid  ,1359
0.31,Ideal,F,VS2,4.37,4.33,2.71,62.3,55.0, Low  ,802
0.73,Very Good,J,SI1,5.85,5.9,3.53,60.1,62.0,Mid  ,2031
0.91,Premium,D,SI2,6.22,6.14,3.85,62.3,57.0,Mid  ,3781
1.01,Premium,F,VS2,6.34,6.4,3.97,62.3,58.0,Mid  ,6244
0.26,Ideal,D,VVS2,4.12,4.15,2.54,61.4,56.0, Low  ,599
1.44,Premium,I,SI1,7.2,7.15,4.51,62.9,59.0,High  ,7580
1.0,Very Good,F,VS1,6.38,6.43,4.03,62.9,56.0,Mid  ,6468
1.73,Good,E,I1,7.56,7.6,4.82,63.6,59.0,High  ,8220
1.43,Very Good,H,SI1,7.08,7.13,4.46,62.8,58.0,High  ,8069
1.7,Premium,F,SI2,7.74,7.67,4.63,60.1,58.0,High  ,11322
1.2,Very Good,I,SI2,6.77,6.84,4.21,61.9,59.0,Mid  ,4455
1.03,Ideal,E,SI1,6.46,6.5,4.02,62.0,55.0,Mid  ,5411
0.72,Very Good,G,VVS2,5.68,5.72,3.56,62.5,58.0,Mid  ,2889
1.0,Good,G,VVS1,6.31,6.35,4.04,63.8,60.0,High  ,7007
0.34,Ideal,D,I1,4.5,4.52,2.77,61.4,55.0, Low  ,413
1.06,Ideal,F,VVS2,6.56,6.59,4.03,61.3,57.0,High  ,9547
2.06,Premium,G,SI1,8.44,8.36,4.98,59.3,61.0,High  ,13317
0.52,Ideal,D,SI1,5.19,5.22,3.2,61.5,55.0,Mid  ,1600
0.34,Premium,E,SI1,4.47,4.5,2.77,61.8,58.0, Low  ,596
0.34,Ideal,E,VS1,4.47,4.51,2.78,61.8,56.0, Low  ,805
0.44,Premium,F,VS2,4.98,4.92,3.03,61.1,62.0,Mid  ,1018
1.0,Very Good,H,SI2,6.4,6.46,3.97,61.7,55.0,Mid  ,4316
0.7,Good,E,VS2,5.58,5.64,3.6,64.2,60.0,Mid  ,2394
1.06,Very Good,F,SI2,6.54,6.44,4.06,62.6,60.0,Mid  ,4634
0.41,Premium,J,VS1,4.75,4.79,2.96,62.1,58.0, Low  ,647
1.04,Ideal,H,SI2,6.49,6.54,4.02,61.7,57.0,Mid  ,4461
1.2,Ideal,I,VS2,6.74,6.67,4.2,62.6,57.0,Mid  ,4844
1.08,Premium,D,SI1,6.62,6.51,4.12,62.8,58.0,Mid  ,6623
0.71,Ideal,F,VS1,5.76,5.8,3.53,61.1,56.0,Mid  ,3701
1.11,Ideal,H,VVS2,6.67,6.63,4.08,61.4,57.0,High  ,6962
0.42,Ideal,D,SI1,4.84,4.83,3.0,62.0,55.0,Mid  ,1040
0.84,Ideal,G,SI2,6.02,6.05,3.74,62.0,56.0,Mid  ,2986
2.09,Very Good,F,SI2,8.07,8.14,5.08,62.7,61.0,High  ,16824
1.23,Very Good,E,SI1,7.0,7.05,4.16,59.2,62.0,High  ,7143
1.02,Premium,F,SI1,6.65,6.57,3.86,58.4,59.0,Mid  ,4855
1.01,Good,G,VVS2,6.34,6.4,4.02,63.1,56.0,High  ,7430
0.7,Very Good,E,SI1,5.6,5.66,3.54,62.9,57.0,Mid  ,2349
1.5,Ideal,I,VS2,7.39,7.42,4.44,60.0,61.0,High  ,9827
0.33,Ideal,D,VS2,4.47,4.42,2.76,62.1,56.0,Mid  ,1002
0.38,Very Good,I,VS2,4.65,4.58,2.88,62.4,56.0, Low  ,549
0.34,Ideal,D,VVS2,4.51,4.53,2.77,61.3,56.0,Mid  ,1054
1.04,Premium,F,SI1,6.43,6.46,4.03,62.5,60.0,Mid  ,5621
0.43,Ideal,H,VS1,4.87,4.9,2.99,61.2,56.0, Low  ,850
0.33,Ideal,E,VVS2,4.44,4.46,2.75,61.8,56.0, Low  ,891
0.32,Ideal,F,VS2,4.44,4.4,2.7,61.1,57.0, Low  ,828
0.73,Ideal,D,VS2,5.78,5.81,3.56,61.4,56.0,Mid  ,3528
0.37,Ideal,J,SI1,4.63,4.67,2.89,62.2,53.0, Low  ,451
0.31,Ideal,D,SI1,4.33,4.34,2.7,62.3,55.0, Low  ,541
1.01,Very Good,H,VS2,6.45,6.48,4.01,62.0,59.0,Mid  ,5186
0.9,Good,F,SI1,6.08,6.01,3.89,64.3,57.0,Mid  ,3427
1.6,Ideal,F,VS1,7.6,7.63,4.61,60.5,57.0,High  ,18571
1.05,Ideal,F,VVS1,6.51,6.53,4.0,61.4,57.0,High  ,12273
0.54,Very Good,G,SI1,5.16,5.19,3.3,63.8,57.0,Mid  ,1392
0.56,Ideal,G,VVS2,5.27,5.31,3.31,62.6,53.0,Mid  ,2148
0.76,Ideal,I,VS2,5.84,5.87,3.62,61.8,58.0,Mid  ,2551
0.72,Ideal,G,SI1,5.79,5.82,3.53,60.7,56.0,Mid  ,2776
2.12,Premium,J,SI2,8.21,8.16,5.1,62.3,61.0,High  ,12140
0.33,Very Good,F,VS2,4.41,4.39,2.78,63.2,56.0, Low  ,854
0.77,Very Good,G,VS1,5.82,5.86,3.64,62.3,58.0,Mid  ,3240
0.25,Very Good,I,VVS2,4.06,4.09,2.51,61.6,56.0, Low  ,455
0.91,Very Good,E,VS2,6.18,6.2,3.81,61.6,58.0,Mid  ,4823
1.2,Very Good,I,SI1,6.82,6.76,4.19,61.7,56.0,Mid  ,4785
1.02,Ideal,G,VS1,6.49,6.52,4.0,61.5,55.0,High  ,7357
1.0,Premium,G,VS1,6.37,6.33,3.96,62.4,62.0,Mid  ,6290
0.37,Premium,D,VVS2,4.64,4.61,2.82,61.0,60.0,Mid  ,1145
2.1,Premium,F,SI2,8.16,8.18,5.07,62.1,59.0,High  ,16357
0.4,Ideal,F,VS1,4.75,4.77,2.94,61.8,54.0, Low  ,917
0.79,Very Good,D,SI2,5.81,5.86,3.69,63.2,57.0,Mid  ,3081
0.41,Very Good,E,SI1,4.69,4.74,2.98,63.2,57.0, Low  ,667
0.78,Ideal,H,SI2,5.94,5.88,3.64,61.6,54.0,Mid  ,2332
1.0,Good,J,SI1,6.37,6.4,3.94,61.7,62.0,Mid  ,3690
0.3,Ideal,G,VVS2,4.34,4.31,2.66,61.5,56.0, Low  ,878
0.91,Very Good,H,SI2,6.1,6.18,3.89,63.4,57.0,Mid  ,3382
0.41,Ideal,J,VS1,4.79,4.75,2.96,62.1,56.0, Low  ,830
1.1,Premium,H,SI2,6.6,6.69,4.13,62.2,58.0,Mid  ,4537
0.32,Ideal,E,VS2,4.38,4.37,2.72,62.2,55.0, Low  ,900
0.39,Very Good,H,VS1,4.65,4.68,2.88,61.7,57.0, Low  ,787
1.5,Very Good,J,VVS2,7.27,7.31,4.48,61.5,60.0,High  ,8712
0.7,Fair,D,SI2,5.59,5.5,3.64,65.6,55.0,Mid  ,2167
2.01,Ideal,H,SI1,8.11,8.06,4.97,61.5,55.0,High  ,14837
0.4,Ideal,E,VS2,4.7,4.68,2.93,62.6,57.0,Mid  ,1038
0.73,Ideal,D,VS2,5.76,5.8,3.56,61.6,56.0,Mid  ,4134
0.8,Very Good,I,SI2,6.01,6.03,3.66,60.7,56.0,Mid  ,2329
0.9,Premium,H,VS2,6.17,6.12,3.8,61.8,58.0,Mid  ,4082
0.33,Ideal,E,SI1,4.46,4.49,2.77,61.9,56.0, Low  ,702
0.4,Very Good,E,VVS1,4.64,4.66,2.95,63.4,57.0,Mid  ,1164
1.0,Premium,F,SI1,6.37,6.25,3.96,62.8,61.0,Mid  ,4022
1.62,Very Good,H,VS2,7.57,7.45,4.7,62.6,58.0,High  ,10912
0.23,Very Good,E,VVS2,3.93,3.96,2.44,61.9,60.0, Low  ,505
1.11,Ideal,G,VS2,6.68,6.65,4.08,61.2,56.0,High  ,6982
1.52,Premium,H,SI1,7.45,7.39,4.46,60.1,60.0,High  ,9959
1.3,Good,E,VVS2,6.95,6.99,4.38,62.8,59.0,High  ,12967
0.53,Ideal,E,VVS2,5.19,5.23,3.24,62.2,54.0,Mid  ,2273
2.01,Good,D,SI2,8.0,8.07,4.81,59.9,65.0,High  ,16624
0.47,Premium,E,VS1,5.03,4.97,3.09,61.8,58.0,Mid  ,1640
1.23,Ideal,H,SI2,6.95,6.94,4.26,61.4,54.0,Mid  ,5641
0.51,Very Good,F,SI2,5.07,5.1,3.19,62.7,56.0,Mid  ,1100
1.51,Good,J,VS1,7.23,7.29,4.61,63.5,60.0,High  ,7848
0.37,Ideal,H,VS1,4.63,4.66,2.87,61.8,55.0, Low  ,668
1.01,Premium,E,SI2,6.42,6.39,4.0,62.5,60.0,Mid  ,4434
0.3,Ideal,H,VVS1,4.31,4.28,2.68,62.4,53.0, Low  ,878
1.01,Very Good,E,VS1,6.33,6.43,4.01,62.9,60.0,High  ,7332
1.3,Ideal,G,SI2,7.01,6.95,4.32,61.9,57.0,Mid  ,5169
0.3,Good,G,VVS1,4.23,4.27,2.7,63.5,57.0, Low  ,789
0.4,Ideal,F,VS1,4.74,4.78,2.92,61.3,57.0, Low  ,917
0.7,Ideal,E,SI1,5.66,5.69,3.54,62.4,55.0,Mid  ,2703
1.04,Ideal,I,VS1,6.49,6.51,4.02,61.8,56.0,Mid  ,5229
1.01,Premium,H,VS2,6.33,6.22,3.95,62.9,60.0,Mid  ,4559
0.32,Ideal,G,VVS2,4.4,4.42,2.74,62.1,57.0, Low  ,730
2.01,Ideal,G,SI2,8.07,8.02,5.05,62.8,56.0,High  ,15841
1.21,Premium,G,VS2,6.84,6.81,4.2,61.5,58.0,High  ,7792
0.35,Good,G,VS1,4.62,4.68,2.72,58.6,60.5, Low  ,721
1.01,Premium,G,SI2,6.54,6.39,3.89,60.1,58.0,Mid  ,3173
0.32,Ideal,H,IF,4.41,4.42,2.72,61.6,55.0, Low  ,814
0.63,Premium,E,SI2,5.64,5.6,3.31,58.9,59.0,Mid  ,1169
0.75,Ideal,E,VS2,5.76,5.81,3.61,62.4,57.0,Mid  ,3263
1.0,Very Good,D,SI2,6.41,6.36,3.88,60.8,63.0,Mid  ,3965
0.71,Ideal,I,VS2,5.77,5.81,3.53,61.0,58.0,Mid  ,2141
0.71,Very Good,F,SI2,5.58,5.67,3.58,63.6,56.0,Mid  ,2098
0.6,Good,G,VS1,5.44,5.5,3.29,60.1,61.0,Mid  ,1757
0.32,Ideal,E,VS2,4.38,4.43,2.71,61.5,55.0, Low  ,702
1.03,Premium,E,VS1,6.55,6.43,3.99,61.5,58.0,High  ,7614
1.27,Premium,G,SI1,6.98,6.94,4.27,61.4,59.0,High  ,7133
0.9,Very Good,H,VS2,6.05,6.14,3.84,63.0,61.0,Mid  ,3878
2.06,Very Good,F,SI2,8.15,8.18,5.02,61.5,56.0,High  ,16603
2.0,Very Good,H,SI1,7.95,7.93,5.02,63.2,58.0,High  ,15984
0.7,Premium,G,VS2,5.66,5.64,3.49,61.8,58.0,Mid  ,2479
0.32,Ideal,H,VS1,4.42,4.46,2.73,61.6,56.0, Low  ,592
0.37,Ideal,G,VS2,4.63,4.65,2.85,61.4,56.0, Low  ,671
0.71,Premium,F,VS1,5.77,5.74,3.46,60.1,62.0,Mid  ,2790
0.3,Good,G,VVS2,4.27,4.29,2.73,63.8,56.0, Low  ,684
0.31,Ideal,G,VS2,4.34,4.37,2.7,62.0,57.0, Low  ,544
0.28,Ideal,E,VVS2,4.19,4.21,2.61,62.1,56.0, Low  ,646
0.52,Very Good,H,VS2,5.08,5.09,3.23,63.5,58.0,Mid  ,1389
0.75,Very Good,H,SI2,5.79,5.87,3.61,61.9,56.0,Mid  ,2228
0.71,Ideal,E,VS2,5.7,5.75,3.55,62.0,55.0,Mid  ,3247
1.28,Good,I,VS2,7.09,7.03,4.11,58.2,64.0,Mid  ,5319
0.31,Good,G,VS1,4.33,4.29,2.75,63.8,57.0, Low  ,802
1.07,Very Good,G,SI2,6.59,6.71,3.89,58.5,61.0,Mid  ,4201
0.32,Ideal,D,VVS2,4.42,4.39,2.72,61.7,55.0,Mid  ,1014
1.24,Premium,F,VS1,6.97,6.86,4.25,61.5,57.0,High  ,9333
1.08,Ideal,H,VS2,6.61,6.64,4.1,61.9,54.0,Mid  ,5745
0.41,Very Good,D,VS2,4.77,4.82,2.96,61.7,54.0, Low  ,939
0.58,Very Good,G,SI1,5.34,5.28,3.37,63.5,56.0,Mid  ,1393
0.9,Very Good,G,SI1,6.15,6.2,3.84,62.2,58.0,Mid  ,4435
0.91,Very Good,E,VVS2,6.24,6.2,3.8,61.1,61.0,High  ,7131
1.01,Ideal,F,SI2,6.44,6.38,4.0,62.4,56.0,Mid  ,3733
0.78,Very Good,H,VS1,5.92,5.94,3.66,61.7,56.0,Mid  ,2947
0.9,Premium,I,SI1,6.19,6.15,3.83,62.1,59.0,Mid  ,3121
0.74,Premium,H,SI2,5.84,5.75,3.53,60.9,61.0,Mid  ,1962
1.21,Very Good,I,SI2,6.84,6.69,4.31,63.4,62.0,Mid  ,3964
0.31,Ideal,E,VS2,4.36,4.41,2.71,61.8,54.0, Low  ,680
1.02,Ideal,F,VS2,6.41,6.36,4.01,62.8,57.0,High  ,7037
0.53,Very Good,D,VS2,5.1,5.15,3.24,63.2,56.0,Mid  ,1601
0.55,Ideal,E,VS2,5.24,5.28,3.26,62.0,55.0,Mid  ,1596
1.0,Ideal,F,VVS1,6.37,6.43,3.99,62.3,53.0,High  ,10058
0.4,Ideal,I,VVS2,4.72,4.74,2.93,61.9,56.4, Low  ,728
0.56,Ideal,E,SI1,5.31,5.26,3.32,62.8,58.0,Mid  ,1784
0.7,Very Good,I,VS2,5.72,5.76,3.49,60.8,61.0,Mid  ,2360
1.25,Premium,F,VS2,6.93,6.89,4.25,61.5,60.0,High  ,8840
1.16,Ideal,G,VS2,6.78,6.75,4.21,62.2,55.0,High  ,7600
0.7,Very Good,F,SI1,5.57,5.62,3.54,63.3,59.0,Mid  ,2264
0.74,Ideal,G,VVS2,5.75,5.79,3.59,62.2,57.0,Mid  ,3462
0.32,Ideal,F,IF,4.38,4.44,2.73,61.9,55.0, Low  ,915
0.7,Fair,F,VS1,5.65,5.58,3.62,64.5,57.0,Mid  ,2381
1.2,Very Good,H,SI2,6.73,6.79,4.19,62.0,58.0,Mid  ,5352
1.27,Premium,H,VS2,7.09,7.03,4.16,58.9,61.0,Mid  ,5832
0.51,Good,G,VVS2,5.1,5.08,3.24,63.7,54.0,Mid  ,1895
0.3,Ideal,J,VS2,4.33,4.3,2.67,61.9,56.0, Low  ,630
0.7,Very Good,F,SI1,5.73,5.82,3.48,60.3,59.0,Mid  ,2409
1.25,Premium,I,VS2,6.98,6.89,4.23,61.0,59.0,Mid  ,6084
0.33,Premium,I,VS1,4.45,4.42,2.73,61.6,60.0, Low  ,668
1.27,Very Good,I,SI1,6.86,6.8,4.3,63.0,60.0,Mid  ,6654
0.33,Premium,G,VVS1,4.43,4.4,2.74,62.1,58.0,Mid  ,1114
0.51,Ideal,D,SI2,5.15,5.12,3.21,62.5,55.0,Mid  ,1359
1.19,Premium,H,SI1,6.82,6.78,4.17,61.3,58.0,Mid  ,6078
0.96,Premium,I,SI2,6.45,6.25,3.9,61.3,60.0,Mid  ,2669
0.55,Very Good,I,VS2,5.31,5.32,3.24,61.0,57.0,Mid  ,1224
0.32,Very Good,F,VS2,4.36,4.32,2.75,63.4,57.0, Low  ,828
1.54,Ideal,I,VS2,7.52,7.57,4.54,60.2,59.0,High  ,9600
0.82,Good,J,SI1,6.25,6.2,3.58,57.5,62.0,Mid  ,2140
0.27,Ideal,E,VVS1,4.15,4.17,2.59,62.3,56.0, Low  ,622
1.22,Premium,F,VVS1,6.85,6.81,4.23,61.9,58.0,High  ,11830
0.91,Very Good,D,SI1,6.19,6.16,3.83,62.0,59.0,Mid  ,5342
0.67,Very Good,F,VS2,5.7,5.76,3.4,59.4,59.5,Mid  ,2309
0.9,Premium,G,VS2,6.14,6.08,3.84,62.8,60.0,Mid  ,4052
1.01,Very Good,H,SI2,6.38,6.45,3.89,60.6,61.0,Mid  ,3888
0.36,Ideal,E,VS2,4.52,4.56,2.84,62.6,56.0, Low  ,789
0.32,Ideal,I,VS2,4.44,4.45,2.68,60.3,56.0, Low  ,449
0.5,Good,H,VS2,5.21,5.24,2.94,56.3,65.0,Mid  ,1239
0.51,Premium,F,VS1,5.21,5.19,3.12,60.0,58.0,Mid  ,1749
0.3,Ideal,G,SI1,4.34,4.37,2.63,60.6,57.0, Low  ,487
0.34,Ideal,G,VVS1,4.47,4.49,2.8,62.5,53.0, Low  ,895
0.5,Ideal,E,VS2,5.11,5.13,3.18,62.1,54.0,Mid  ,1624
0.54,Fair,F,SI1,5.24,5.18,3.2,61.4,66.0,Mid  ,1114
1.25,Good,J,SI1,6.86,6.81,4.35,63.6,57.0,Mid  ,5110
0.78,Very Good,F,SI2,5.85,5.9,3.7,63.0,57.0,Mid  ,2515
0.7,Premium,F,VS1,5.71,5.67,3.46,60.8,62.0,Mid  ,2874
0.34,Ideal,E,VS2,4.51,4.54,2.77,61.2,56.0, Low  ,702
0.83,Very Good,E,SI1,5.96,6.04,3.83,63.8,54.0,Mid  ,3295
0.44,Good,D,SI1,4.97,5.0,2.93,58.8,62.0, Low  ,777
0.62,Ideal,I,SI2,5.45,5.49,3.42,62.5,55.0,Mid  ,1161
1.03,Ideal,J,SI1,6.46,6.49,3.99,61.6,57.0,Mid  ,4175
1.01,Ideal,G,VS2,6.42,6.35,4.02,63.0,57.0,Mid  ,6027
1.01,Premium,E,SI1,6.6,6.56,3.88,59.0,59.0,Mid  ,5226
0.38,Ideal,G,VS1,4.64,4.68,2.89,62.0,55.0, Low  ,882
